ChunkID,Seed,X,Y,Z,R,Theta,Type,Mass,Temperature,Luminosity,ColorR,ColorG,ColorB,Population,Region,Planets,IsMultiple,SystemName
0_0_0,524292038,25.62,0.21,55.33,25.62,0.47,K0III,1.263,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292038
0_0_0,524292039,27.71,0.22,58.13,27.71,0.44,NS,1.593,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292039
0_0_0,524292040,25.80,0.21,60.92,25.80,0.46,M5V,0.247,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292040
0_0_0,524292041,27.89,0.23,67.72,27.89,0.47,M5V,0.273,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292041
0_0_0,524292042,25.98,0.22,70.52,25.98,0.48,M5V,0.298,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292042
0_0_0,524292043,24.07,0.19,73.31,24.07,0.45,K0III,1.295,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292043
0_0_0,524292044,26.16,0.21,76.11,26.16,0.46,NS,1.631,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524292044
0_0_0,524292045,24.25,0.20,82.90,24.25,0.47,K5V,0.595,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524292045
0_0_0,524292046,26.34,0.21,85.70,26.34,0.45,M5V,0.281,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292046
0_0_0,524292047,24.43,0.20,88.50,24.43,0.46,M5V,0.306,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292047
0_0_0,524292048,26.52,0.22,95.29,26.52,0.47,K0III,1.328,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292048
0_0_0,524292049,24.61,0.19,98.09,24.61,0.44,NS,1.668,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292049
0_0_0,524292050,26.70,0.23,0.88,26.70,0.49,K5V,0.614,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524292050
0_0_0,524292051,24.79,0.22,7.68,24.79,0.51,M5V,0.289,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292051
0_0_0,524292052,26.88,0.24,10.48,26.88,0.52,M5V,0.314,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292052
0_0_0,524292053,24.97,0.21,13.27,24.97,0.49,K0III,1.360,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292053
0_0_0,524292054,27.06,0.24,16.07,27.06,0.50,DA,0.491,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292054
0_0_0,524292055,25.14,0.22,22.86,25.15,0.51,K5V,0.633,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524292055
0_0_0,524292056,27.23,0.23,25.66,27.24,0.48,M5V,0.297,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292056
0_0_0,524292057,25.32,0.22,28.46,25.33,0.50,M5V,0.322,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292057
0_0_0,524292058,27.41,0.24,35.25,27.42,0.51,M5V,0.348,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,True,524292058
0_0_0,524292059,25.50,0.23,38.05,25.50,0.52,DA,0.507,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292059
0_0_0,524292060,27.59,0.24,40.84,27.59,0.49,K5V,0.652,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,False,524292060
0_0_0,524292061,25.68,0.23,47.64,25.68,0.50,M5V,0.305,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292061
0_0_0,524292062,27.77,0.25,50.44,27.77,0.51,M5V,0.330,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292062
0_0_0,524292063,25.86,0.22,53.23,25.86,0.49,M5V,0.356,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292063
0_0_0,524292064,27.95,0.24,56.03,27.95,0.50,DA,0.523,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292064
0_0_0,524292065,26.04,0.23,62.82,26.04,0.51,G5V,0.958,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,6,False,524292065
0_0_0,524292066,24.13,0.20,65.62,24.13,0.48,M5V,0.313,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292066
0_0_0,524292067,26.22,0.23,68.41,26.22,0.49,M5V,0.339,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292067
0_0_0,524292068,24.31,0.21,75.21,24.31,0.50,M5V,0.244,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292068
0_0_0,524292069,26.40,0.24,78.01,26.40,0.52,DA,0.540,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292069
0_0_0,524292070,24.49,0.21,80.80,24.49,0.49,G5V,0.985,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,3,False,524292070
0_0_0,524292071,26.58,0.23,87.60,26.58,0.50,M5V,0.321,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292071
0_0_0,524292072,24.67,0.22,90.39,24.67,0.51,M5V,0.347,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292072
0_0_0,524292073,26.76,0.23,93.19,26.76,0.48,M5V,0.252,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292073
0_0_0,524292074,24.85,0.21,99.99,24.85,0.50,DA,0.556,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292074
0_0_0,524292075,26.94,0.26,2.78,26.94,0.55,NS,1.416,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292075
0_0_0,524292076,25.03,0.24,5.58,25.03,0.56,M5V,0.329,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292076
0_0_0,524292077,27.12,0.25,8.37,27.12,0.53,M5V,0.355,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292077
0_0_0,524292078,25.21,0.24,15.17,25.21,0.54,M5V,0.260,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292078
0_0_0,524292079,27.30,0.26,17.97,27.30,0.55,K0III,1.144,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292079
0_0_0,524292080,25.39,0.23,20.76,25.39,0.53,NS,1.454,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524292080
0_0_0,524292081,27.48,0.26,27.56,27.48,0.54,M5V,0.337,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292081
0_0_0,524292082,25.57,0.25,30.35,25.57,0.55,M5V,0.243,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292082
0_0_0,524292083,27.66,0.25,33.15,27.66,0.52,M5V,0.268,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292083
0_0_0,524292084,25.75,0.24,39.95,25.75,0.53,K0III,1.176,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292084
0_0_0,524292085,27.84,0.26,42.74,27.84,0.54,NS,1.491,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292085
0_0_0,524292086,25.93,0.25,45.54,25.93,0.56,K5V,0.805,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524292086
0_0_0,524292087,24.02,0.22,48.33,24.02,0.53,M5V,0.251,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,True,524292087
0_0_0,524292088,26.10,0.25,55.13,26.11,0.54,M5V,0.276,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292088
0_0_0,524292089,24.19,0.23,57.93,24.20,0.55,K0III,1.208,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292089
0_0_0,524292090,26.28,0.24,60.72,26.29,0.52,NS,1.529,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292090
0_0_0,524292091,24.37,0.23,67.52,24.38,0.53,K5V,0.824,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524292091
0_0_0,524292092,26.46,0.25,70.31,26.46,0.55,M5V,0.259,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292092
0_0_0,524292093,24.55,0.24,73.11,24.55,0.56,M5V,0.285,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292093
0_0_0,524292094,26.64,0.25,79.91,26.64,0.53,K0III,1.240,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292094
0_0_0,524292095,24.73,0.23,82.70,24.73,0.54,DA,0.671,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292095
0_0_0,524292096,26.82,0.26,85.50,26.82,0.55,K5V,0.563,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524292096
0_0_0,524292097,24.91,0.23,88.29,24.91,0.53,M5V,0.267,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292097
0_0_0,524292098,27.00,0.25,95.09,27.00,0.54,M5V,0.293,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292098
0_0_0,524292099,25.09,0.24,97.89,25.09,0.55,K0III,1.273,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292099
0_0_0,524292100,27.18,0.27,0.68,27.18,0.56,DA,0.688,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292100
0_0_0,524292101,25.27,0.25,7.48,25.27,0.57,K5V,0.582,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524292101
0_0_0,524292102,27.36,0.28,10.27,27.36,0.58,M5V,0.275,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,True,524292102
0_0_0,524292103,25.45,0.26,13.07,25.45,0.60,M5V,0.301,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292103
0_0_0,524292104,27.54,0.27,19.86,27.54,0.57,M5V,0.326,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292104
0_0_0,524292105,25.63,0.26,22.66,25.63,0.58,DA,0.704,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292105
0_0_0,524292106,27.72,0.29,25.46,27.72,0.59,G5V,0.858,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,8,False,524292106
0_0_0,524292107,25.81,0.25,28.25,25.81,0.56,M5V,0.283,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292107
0_0_0,524292108,27.90,0.28,35.05,27.90,0.57,M5V,0.309,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292108
0_0_0,524292109,25.99,0.27,37.84,25.99,0.59,M5V,0.334,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,True,524292109
0_0_0,524292110,24.08,0.25,40.64,24.08,0.60,DA,0.720,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292110
0_0_0,524292111,26.17,0.26,47.44,26.17,0.57,G5V,0.885,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,6,False,524292111
0_0_0,524292112,24.26,0.25,50.23,24.26,0.58,M5V,0.291,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292112
0_0_0,524292113,26.35,0.27,53.03,26.35,0.59,M5V,0.317,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292113
0_0_0,524292114,24.44,0.24,59.82,24.44,0.56,M5V,0.342,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292114
0_0_0,524292115,26.53,0.27,62.62,26.53,0.58,DA,0.496,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292115
0_0_0,524292116,24.62,0.25,65.42,24.62,0.59,BH,9.120,0,0.0000,0.000,0.000,0.000,Bulge,Galactic Center,0,False,524292116
0_0_0,524292117,26.71,0.26,68.21,26.71,0.56,M5V,0.299,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292117
0_0_0,524292118,24.80,0.25,75.01,24.80,0.57,M5V,0.325,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292118
0_0_0,524292119,26.89,0.27,77.80,26.89,0.58,M5V,0.350,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292119
0_0_0,524292120,24.98,0.26,80.60,24.98,0.60,K0III,1.024,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292120
0_0_0,524292121,27.06,0.27,87.40,27.07,0.57,NS,1.314,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292121
0_0_0,524292122,25.15,0.25,90.19,25.16,0.58,M5V,0.307,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292122
0_0_0,524292123,27.24,0.28,92.99,27.25,0.59,M5V,0.333,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292123
0_0_0,524292124,25.33,0.25,99.78,25.34,0.56,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292124
0_0_0,524292125,27.42,0.29,2.58,27.43,0.61,K0III,1.056,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292125
0_0_0,524292126,25.51,0.28,5.38,25.51,0.63,NS,1.352,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292126
0_0_0,524292127,27.60,0.31,8.17,27.60,0.64,K5V,0.736,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,False,524292127
0_0_0,524292128,25.69,0.27,14.97,25.69,0.61,M5V,0.341,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292128
0_0_0,524292129,27.78,0.30,17.76,27.78,0.62,M5V,0.247,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292129
0_0_0,524292130,25.87,0.29,20.56,25.87,0.63,K0III,1.089,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292130
0_0_0,524292131,27.96,0.29,27.36,27.96,0.60,NS,1.390,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524292131
0_0_0,524292132,26.05,0.28,30.15,26.05,0.62,K5V,0.755,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524292132
0_0_0,524292133,24.14,0.26,32.95,24.14,0.63,M5V,0.349,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292133
0_0_0,524292134,26.23,0.29,39.74,26.23,0.64,M5V,0.255,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292134
0_0_0,524292135,24.32,0.26,42.54,24.32,0.61,K0III,1.121,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292135
0_0_0,524292136,26.41,0.29,45.34,26.41,0.62,DA,0.612,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292136
0_0_0,524292137,24.50,0.27,48.13,24.50,0.63,K5V,0.773,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524292137
0_0_0,524292138,26.59,0.28,54.93,26.59,0.61,M5V,0.357,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292138
0_0_0,524292139,24.68,0.27,57.72,24.68,0.62,M5V,0.263,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292139
0_0_0,524292140,26.77,0.29,60.52,26.77,0.63,K0III,1.153,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292140
0_0_0,524292141,24.86,0.26,67.32,24.86,0.60,DA,0.628,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292141
0_0_0,524292142,26.95,0.29,70.11,26.95,0.61,K5V,0.792,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524292142
0_0_0,524292143,25.04,0.27,72.91,25.04,0.63,M5V,0.245,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292143
0_0_0,524292144,27.13,0.30,79.70,27.13,0.64,M5V,0.271,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292144
0_0_0,524292145,25.22,0.27,82.50,25.22,0.61,M5V,0.296,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292145
0_0_0,524292146,27.31,0.30,85.29,27.31,0.62,DA,0.644,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292146
0_0_0,524292147,25.40,0.28,88.09,25.40,0.63,G5V,1.159,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,5,False,524292147
0_0_0,524292148,27.49,0.29,94.89,27.49,0.60,M5V,0.253,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292148
0_0_0,524292149,25.58,0.27,97.68,25.58,0.62,M5V,0.279,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292149
0_0_0,524292150,27.67,0.32,0.48,27.67,0.67,M5V,0.304,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292150
0_0_0,524292151,25.76,0.31,7.27,25.76,0.68,DA,0.660,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292151
0_0_0,524292152,27.85,0.32,10.07,27.85,0.65,G5V,1.186,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,8,False,524292152
0_0_0,524292153,25.93,0.30,12.87,25.94,0.66,M5V,0.261,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,True,524292153
0_0_0,524292154,24.02,0.28,19.66,24.03,0.67,M5V,0.287,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292154
0_0_0,524292155,26.11,0.29,22.46,26.12,0.65,M5V,0.313,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292155
0_0_0,524292156,24.20,0.28,25.25,24.21,0.66,DA,0.676,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292156
0_0_0,524292157,26.29,0.31,28.05,26.30,0.67,F0V,1.137,6500,3.5000,1.000,1.000,0.950,Bulge,Galactic Center,4,False,524292157
0_0_0,524292158,24.38,0.27,34.85,24.39,0.64,M5V,0.269,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292158
0_0_0,524292159,26.47,0.30,37.64,26.47,0.65,M5V,0.295,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292159
0_0_0,524292160,24.56,0.28,40.44,24.56,0.66,M5V,0.321,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,True,524292160
0_0_0,524292161,26.65,0.31,47.23,26.65,0.68,K0III,1.385,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292161
0_0_0,524292162,24.74,0.28,50.03,24.74,0.65,NS,1.175,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524292162
0_0_0,524292163,26.83,0.31,52.83,26.83,0.66,M5V,0.277,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292163
0_0_0,524292164,24.92,0.29,59.62,24.92,0.67,M5V,0.303,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292164
0_0_0,524292165,27.01,0.30,62.42,27.01,0.64,M5V,0.329,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292165
0_0_0,524292166,25.10,0.29,65.21,25.10,0.66,K0III,1.417,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292166
0_0_0,524292167,27.19,0.32,68.01,27.19,0.67,NS,1.213,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292167
0_0_0,524292168,25.28,0.30,74.81,25.28,0.68,K5V,0.666,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524292168
0_0_0,524292169,27.37,0.31,77.60,27.37,0.65,M5V,0.311,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292169
0_0_0,524292170,25.46,0.29,80.40,25.46,0.66,M5V,0.337,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292170
0_0_0,524292171,27.55,0.32,87.19,27.55,0.67,K0III,0.969,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292171
0_0_0,524292172,25.64,0.29,89.99,25.64,0.65,NS,1.250,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292172
0_0_0,524292173,27.73,0.32,92.79,27.73,0.66,K5V,0.685,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,6,False,524292173
0_0_0,524292174,25.82,0.30,99.58,25.82,0.67,M5V,0.319,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292174
0_0_0,524292175,27.91,0.33,2.38,27.91,0.68,M5V,0.345,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292175
0_0_0,524292176,26.00,0.31,5.17,26.00,0.69,K0III,1.002,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292176
0_0_0,524292177,24.09,0.30,11.97,24.09,0.70,DA,0.552,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292177
0_0_0,524292178,26.18,0.33,14.77,26.18,0.72,K5V,0.704,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,4,False,524292178
0_0_0,524292179,24.27,0.29,17.56,24.27,0.69,M5V,0.327,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292179
0_0_0,524292180,26.36,0.32,20.36,26.36,0.70,M5V,0.353,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292180
0_0_0,524292181,24.45,0.30,27.15,24.45,0.71,K0III,1.034,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292181
0_0_0,524292182,26.54,0.32,29.95,26.54,0.68,DA,0.568,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292182
0_0_0,524292183,24.63,0.30,32.75,24.63,0.69,K5V,0.723,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,2,False,524292183
0_0_0,524292184,26.72,0.33,39.54,26.72,0.71,M5V,0.335,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292184
0_0_0,524292185,24.81,0.31,42.34,24.81,0.72,M5V,0.241,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292185
0_0_0,524292186,26.89,0.32,45.13,26.90,0.69,M5V,0.267,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292186
0_0_0,524292187,24.98,0.31,51.93,24.99,0.70,DA,0.584,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292187
0_0_0,524292188,27.07,0.34,54.72,27.08,0.71,G5V,1.059,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,7,False,524292188
0_0_0,524292189,25.16,0.30,57.52,25.17,0.69,M5V,0.343,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292189
0_0_0,524292190,27.25,0.33,60.32,27.26,0.70,M5V,0.249,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292190
0_0_0,524292191,25.34,0.31,67.11,25.35,0.71,M5V,0.275,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292191
0_0_0,524292192,27.43,0.33,69.91,27.44,0.68,DA,0.600,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,False,524292192
0_0_0,524292193,25.52,0.31,72.70,25.52,0.69,G5V,1.086,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,5,False,524292193
0_0_0,524292194,27.61,0.34,79.50,27.61,0.70,M5V,0.351,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292194
0_0_0,524292195,25.70,0.32,82.30,25.70,0.72,M5V,0.257,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292195
0_0_0,524292196,27.79,0.33,85.09,27.79,0.69,M5V,0.283,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292196
0_0_0,524292197,25.88,0.32,91.89,25.88,0.70,DA,0.617,10000,0.0100,0.950,0.950,1.000,Bulge,Galactic Center,0,True,524292197
0_0_0,524292198,27.97,0.35,94.68,27.97,0.71,G5V,1.113,5500,1.0000,1.000,1.000,0.800,Bulge,Galactic Center,8,False,524292198
0_0_0,524292199,26.06,0.31,97.48,26.06,0.68,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292199
0_0_0,524292200,24.15,0.31,0.28,24.15,0.73,M5V,0.265,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292200
0_0_0,524292201,26.24,0.34,7.07,26.24,0.75,M5V,0.291,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292201
0_0_0,524292202,24.33,0.32,9.87,24.33,0.76,K0III,1.265,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292202
0_0_0,524292203,26.42,0.34,12.66,26.42,0.73,NS,1.596,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292203
0_0_0,524292204,24.51,0.32,19.46,24.51,0.74,M5V,0.248,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,True,524292204
0_0_0,524292205,26.60,0.35,22.26,26.60,0.75,M5V,0.273,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,2,False,524292205
0_0_0,524292206,24.69,0.31,25.05,24.69,0.72,M5V,0.299,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,0,False,524292206
0_0_0,524292207,26.78,0.34,31.85,26.78,0.74,K0III,1.298,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292207
0_0_0,524292208,24.87,0.32,34.64,24.87,0.75,NS,1.633,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,False,524292208
0_0_0,524292209,26.96,0.36,37.44,26.96,0.76,K5V,0.596,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,5,False,524292209
0_0_0,524292210,25.05,0.32,40.24,25.05,0.73,M5V,0.281,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,1,False,524292210
0_0_0,524292211,27.14,0.35,47.03,27.14,0.74,M5V,0.307,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,True,524292211
0_0_0,524292212,25.23,0.33,49.83,25.23,0.76,K0III,1.330,3500,200.0000,1.000,0.400,0.200,Bulge,Galactic Center,0,False,524292212
0_0_0,524292213,27.32,0.35,52.62,27.32,0.73,NS,1.671,1000000,0.0010,0.700,0.700,1.000,Bulge,Galactic Center,0,True,524292213
0_0_0,524292214,25.41,0.33,59.42,25.41,0.74,K5V,0.615,4200,0.4000,1.000,0.850,0.650,Bulge,Galactic Center,3,False,524292214
0_0_0,524292215,27.50,0.36,62.22,27.50,0.75,M5V,0.289,3200,0.0400,1.000,0.600,0.400,Bulge,Galactic Center,3,False,524292215
