ChunkID,Seed,X,Y,Z,R,Theta,Type,Mass,Temperature,Luminosity,ColorR,ColorG,ColorB,Population,Region,Planets,IsMultiple,SystemName
1_0_0,550280109747,128.63,1.64,98.89,128.64,0.73,M5V,0.264,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,True,550280109747
1_0_0,550280109748,127.04,1.65,1.22,127.05,0.74,K0III,1.157,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109748
1_0_0,550280109749,128.78,1.69,3.55,128.79,0.75,NS,1.469,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280109749
1_0_0,550280109750,127.19,1.69,9.21,127.20,0.76,K5V,0.794,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280109750
1_0_0,550280109751,128.93,1.66,11.54,128.94,0.74,M5V,0.246,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109751
1_0_0,550280109752,127.34,1.66,13.87,127.35,0.75,M5V,0.272,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109752
1_0_0,550280109753,129.08,1.71,19.53,129.09,0.76,K0III,1.189,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109753
1_0_0,550280109754,127.49,1.63,21.86,127.50,0.73,DA,0.646,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109754
1_0_0,550280109755,129.23,1.68,24.19,129.24,0.74,K5V,0.813,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280109755
1_0_0,550280109756,127.64,1.68,29.86,127.65,0.75,M5V,0.254,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109756
1_0_0,550280109757,129.38,1.72,32.19,129.39,0.76,M5V,0.280,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109757
1_0_0,550280109758,127.79,1.65,34.52,127.80,0.74,K0III,1.222,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109758
1_0_0,550280109759,129.53,1.70,36.85,129.54,0.75,DA,0.662,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109759
1_0_0,550280109760,127.94,1.70,42.51,127.95,0.76,K5V,0.832,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280109760
1_0_0,550280109761,129.68,1.67,44.84,129.69,0.74,M5V,0.262,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109761
1_0_0,550280109762,128.09,1.67,47.17,128.10,0.75,M5V,0.288,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109762
1_0_0,550280109763,129.83,1.71,52.83,129.84,0.76,M5V,0.313,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109763
1_0_0,550280109764,128.23,1.71,55.16,128.25,0.77,DA,0.678,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109764
1_0_0,550280109765,129.98,1.68,57.49,129.99,0.74,G5V,0.816,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,7,False,550280109765
1_0_0,550280109766,128.38,1.68,63.16,128.39,0.75,M5V,0.270,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109766
1_0_0,550280109767,126.79,1.69,65.49,126.80,0.76,M5V,0.296,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109767
1_0_0,550280109768,128.53,1.66,67.82,128.54,0.74,M5V,0.322,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109768
1_0_0,550280109769,126.94,1.66,70.15,126.95,0.75,DA,0.694,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280109769
1_0_0,550280109770,128.68,1.70,75.81,128.69,0.76,G5V,0.842,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,5,False,550280109770
1_0_0,550280109771,127.09,1.63,78.14,127.10,0.73,M5V,0.278,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109771
1_0_0,550280109772,128.83,1.67,80.47,128.84,0.74,M5V,0.304,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109772
1_0_0,550280109773,127.24,1.67,86.13,127.25,0.75,M5V,0.330,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109773
1_0_0,550280109774,128.98,1.72,88.46,128.99,0.76,DA,0.710,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109774
1_0_0,550280109775,127.39,1.64,90.79,127.40,0.74,G5V,0.869,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,8,False,550280109775
1_0_0,550280109776,129.13,1.69,96.46,129.14,0.75,M5V,0.286,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,True,550280109776
1_0_0,550280109777,127.54,1.69,98.79,127.55,0.76,M5V,0.312,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109777
1_0_0,550280109778,129.28,1.74,1.12,129.29,0.77,M5V,0.338,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109778
1_0_0,550280109779,127.69,1.74,3.45,127.70,0.78,K0III,0.973,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109779
1_0_0,550280109780,129.43,1.78,9.11,129.44,0.79,NS,1.255,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109780
1_0_0,550280109781,127.84,1.78,11.44,127.85,0.80,M5V,0.294,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109781
1_0_0,550280109782,129.58,1.75,13.77,129.59,0.77,M5V,0.320,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109782
1_0_0,550280109783,127.99,1.75,19.43,128.00,0.78,M5V,0.346,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109783
1_0_0,550280109784,129.73,1.80,21.76,129.74,0.79,K0III,1.005,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109784
1_0_0,550280109785,128.14,1.72,24.09,128.15,0.77,NS,1.292,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280109785
1_0_0,550280109786,129.88,1.77,29.76,129.89,0.78,K5V,0.706,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,False,550280109786
1_0_0,550280109787,128.29,1.77,32.09,128.30,0.79,M5V,0.328,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109787
1_0_0,550280109788,126.69,1.70,34.42,126.71,0.77,M5V,0.354,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109788
1_0_0,550280109789,128.44,1.74,36.75,128.45,0.78,K0III,1.038,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109789
1_0_0,550280109790,126.84,1.74,42.41,126.86,0.79,NS,1.330,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109790
1_0_0,550280109791,128.58,1.79,44.74,128.60,0.80,K5V,0.725,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280109791
1_0_0,550280109792,126.99,1.71,47.07,127.01,0.77,M5V,0.336,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109792
1_0_0,550280109793,128.73,1.76,52.73,128.75,0.78,M5V,0.242,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109793
1_0_0,550280109794,127.14,1.76,55.06,127.15,0.79,K0III,1.070,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109794
1_0_0,550280109795,128.88,1.73,57.39,128.90,0.77,DA,0.586,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109795
1_0_0,550280109796,127.29,1.73,63.06,127.30,0.78,K5V,0.744,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280109796
1_0_0,550280109797,129.03,1.78,65.39,129.05,0.79,M5V,0.344,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109797
1_0_0,550280109798,127.44,1.77,67.72,127.45,0.80,M5V,0.250,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,True,550280109798
1_0_0,550280109799,129.18,1.75,70.05,129.19,0.77,K0III,1.102,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109799
1_0_0,550280109800,127.59,1.75,75.71,127.60,0.78,DA,0.602,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280109800
1_0_0,550280109801,129.33,1.79,78.04,129.34,0.79,K5V,0.762,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280109801
1_0_0,550280109802,127.74,1.72,80.37,127.75,0.77,M5V,0.352,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109802
1_0_0,550280109803,129.48,1.76,86.03,129.49,0.78,M5V,0.258,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109803
1_0_0,550280109804,127.89,1.76,88.36,127.90,0.79,M5V,0.284,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109804
1_0_0,550280109805,129.63,1.81,90.69,129.64,0.80,DA,0.618,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109805
1_0_0,550280109806,128.04,1.73,96.35,128.05,0.78,G5V,1.116,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,3,False,550280109806
1_0_0,550280109807,129.78,1.78,98.68,129.79,0.79,M5V,0.240,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109807
1_0_0,550280109808,128.19,1.85,1.01,128.20,0.83,M5V,0.266,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109808
1_0_0,550280109809,129.93,1.83,3.34,129.94,0.81,M5V,0.292,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109809
1_0_0,550280109810,128.34,1.83,9.01,128.35,0.82,DA,0.635,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109810
1_0_0,550280109811,126.75,1.83,11.34,126.76,0.83,G5V,1.143,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,7,False,550280109811
1_0_0,550280109812,128.49,1.80,13.67,128.50,0.80,M5V,0.248,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109812
1_0_0,550280109813,126.90,1.80,19.33,126.91,0.81,M5V,0.274,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109813
1_0_0,550280109814,128.64,1.84,21.66,128.65,0.82,M5V,0.300,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109814
1_0_0,550280109815,127.04,1.84,23.99,127.06,0.83,DA,0.651,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109815
1_0_0,550280109816,128.79,1.81,29.65,128.80,0.81,G5V,1.170,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,5,False,550280109816
1_0_0,550280109817,127.19,1.81,31.98,127.21,0.82,M5V,0.257,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109817
1_0_0,550280109818,128.94,1.86,34.31,128.95,0.83,M5V,0.282,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109818
1_0_0,550280109819,127.34,1.79,39.98,127.36,0.80,M5V,0.308,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109819
1_0_0,550280109820,129.09,1.83,42.31,129.10,0.81,K0III,1.334,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,True,550280109820
1_0_0,550280109821,127.49,1.83,44.64,127.51,0.82,NS,1.675,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280109821
1_0_0,550280109822,129.23,1.88,46.97,129.25,0.83,M5V,0.265,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109822
1_0_0,550280109823,127.64,1.80,52.63,127.66,0.81,M5V,0.290,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109823
1_0_0,550280109824,129.38,1.85,54.96,129.40,0.82,M5V,0.316,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109824
1_0_0,550280109825,127.79,1.85,57.29,127.81,0.83,K0III,1.366,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109825
1_0_0,550280109826,129.53,1.82,62.95,129.55,0.81,NS,1.153,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109826
1_0_0,550280109827,127.94,1.82,65.28,127.95,0.81,K5V,0.636,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,True,550280109827
1_0_0,550280109828,129.68,1.87,67.61,129.70,0.82,M5V,0.298,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109828
1_0_0,550280109829,128.09,1.79,73.28,128.10,0.80,M5V,0.324,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109829
1_0_0,550280109830,129.83,1.84,75.61,129.85,0.81,K0III,1.398,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109830
1_0_0,550280109831,128.24,1.84,77.94,128.25,0.82,NS,1.191,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109831
1_0_0,550280109832,129.98,1.88,80.27,130.00,0.83,K5V,0.655,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,False,550280109832
1_0_0,550280109833,128.39,1.81,85.93,128.40,0.81,M5V,0.306,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109833
1_0_0,550280109834,126.80,1.81,88.26,126.81,0.82,M5V,0.332,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109834
1_0_0,550280109835,128.54,1.85,90.59,128.55,0.83,K0III,1.430,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109835
1_0_0,550280109836,126.95,1.78,96.25,126.96,0.80,DA,0.526,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280109836
1_0_0,550280109837,128.69,1.83,98.58,128.70,0.81,K5V,0.674,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280109837
1_0_0,550280109838,127.10,1.90,0.91,127.11,0.86,M5V,0.314,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109838
1_0_0,550280109839,128.84,1.95,6.58,128.85,0.87,M5V,0.340,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109839
1_0_0,550280109840,127.25,1.87,8.91,127.26,0.84,K0III,0.983,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109840
1_0_0,550280109841,128.99,1.92,11.24,129.00,0.85,DA,0.543,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109841
1_0_0,550280109842,127.39,1.92,13.57,127.41,0.86,K5V,0.693,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,True,550280109842
1_0_0,550280109843,129.14,1.89,19.23,129.15,0.84,M5V,0.322,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109843
1_0_0,550280109844,127.54,1.89,21.56,127.56,0.85,M5V,0.348,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109844
1_0_0,550280109845,129.29,1.94,23.89,129.30,0.86,M5V,0.254,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109845
1_0_0,550280109846,127.69,1.86,29.55,127.71,0.83,DA,0.559,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109846
1_0_0,550280109847,129.44,1.91,31.88,129.45,0.84,K5V,0.712,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,4,False,550280109847
1_0_0,550280109848,127.84,1.90,34.21,127.86,0.85,M5V,0.331,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109848
1_0_0,550280109849,129.58,1.95,39.88,129.60,0.86,M5V,0.356,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,True,550280109849
1_0_0,550280109850,127.99,1.88,42.21,128.01,0.84,M5V,0.262,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109850
1_0_0,550280109851,129.73,1.92,44.54,129.75,0.85,DA,0.575,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280109851
1_0_0,550280109852,128.14,1.92,46.87,128.16,0.86,G5V,1.043,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,4,False,550280109852
1_0_0,550280109853,129.88,1.89,52.53,129.90,0.84,M5V,0.339,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109853
1_0_0,550280109854,128.29,1.89,54.86,128.31,0.85,M5V,0.244,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109854
1_0_0,550280109855,126.70,1.89,57.19,126.71,0.86,M5V,0.270,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109855
1_0_0,550280109856,128.44,1.94,62.85,128.46,0.87,DA,0.591,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109856
1_0_0,550280109857,126.85,1.86,65.18,126.86,0.84,G5V,1.070,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,7,False,550280109857
1_0_0,550280109858,128.59,1.91,67.51,128.61,0.85,M5V,0.347,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109858
1_0_0,550280109859,127.00,1.91,73.18,127.01,0.86,M5V,0.252,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109859
1_0_0,550280109860,128.74,1.88,75.51,128.75,0.84,M5V,0.278,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109860
1_0_0,550280109861,127.15,1.88,77.84,127.16,0.85,K0III,1.214,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109861
1_0_0,550280109862,128.89,1.93,80.17,128.90,0.86,NS,1.536,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109862
1_0_0,550280109863,127.30,1.85,85.83,127.31,0.83,M5V,0.355,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109863
1_0_0,550280109864,129.04,1.90,88.16,129.05,0.84,M5V,0.260,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109864
1_0_0,550280109865,127.45,1.90,90.49,127.46,0.85,M5V,0.286,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109865
1_0_0,550280109866,129.19,1.95,96.15,129.20,0.86,K0III,1.246,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109866
1_0_0,550280109867,127.60,1.87,98.48,127.61,0.84,NS,1.574,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109867
1_0_0,550280109868,129.34,1.99,0.81,129.35,0.88,M5V,0.243,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109868
1_0_0,550280109869,127.75,1.99,6.48,127.76,0.89,M5V,0.268,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109869
1_0_0,550280109870,129.49,1.96,8.81,129.50,0.87,M5V,0.294,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109870
1_0_0,550280109871,127.90,1.96,11.14,127.91,0.88,K0III,1.279,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,True,550280109871
1_0_0,550280109872,129.64,2.01,13.47,129.65,0.89,NS,1.611,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280109872
1_0_0,550280109873,128.04,2.01,19.13,128.06,0.90,K5V,0.585,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,2,False,550280109873
1_0_0,550280109874,129.79,1.98,21.46,129.80,0.87,M5V,0.277,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109874
1_0_0,550280109875,128.19,1.98,23.79,128.21,0.88,M5V,0.302,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109875
1_0_0,550280109876,129.93,2.03,29.45,129.95,0.89,K0III,1.311,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109876
1_0_0,550280109877,128.34,1.95,31.78,128.36,0.87,DA,0.707,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109877
1_0_0,550280109878,126.75,1.95,34.11,126.77,0.88,K5V,0.604,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,5,False,550280109878
1_0_0,550280109879,128.49,2.00,39.78,128.51,0.89,M5V,0.285,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109879
1_0_0,550280109880,126.90,1.99,42.11,126.92,0.90,M5V,0.310,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109880
1_0_0,550280109881,128.64,1.97,44.44,128.66,0.88,K0III,1.343,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109881
1_0_0,550280109882,127.05,1.97,46.77,127.07,0.89,DA,0.483,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109882
1_0_0,550280109883,128.79,2.01,52.43,128.81,0.90,K5V,0.623,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,3,False,550280109883
1_0_0,550280109884,127.20,1.94,54.76,127.22,0.87,M5V,0.293,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109884
1_0_0,550280109885,128.94,1.99,57.09,128.96,0.88,M5V,0.318,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109885
1_0_0,550280109886,127.35,1.98,62.75,127.36,0.89,M5V,0.344,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109886
1_0_0,550280109887,129.09,1.96,65.08,129.11,0.87,DA,0.499,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,True,550280109887
1_0_0,550280109888,127.50,1.95,67.41,127.51,0.88,K5V,0.642,4200,0.4000,1.000,0.850,0.650,Bulge,Central Molecular Zone,6,False,550280109888
1_0_0,550280109889,129.24,2.00,73.07,129.26,0.89,M5V,0.301,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109889
1_0_0,550280109890,127.65,2.00,75.40,127.66,0.90,M5V,0.326,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109890
1_0_0,550280109891,129.39,1.97,77.73,129.41,0.87,M5V,0.352,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109891
1_0_0,550280109892,127.80,1.97,80.06,127.81,0.88,DA,0.515,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109892
1_0_0,550280109893,129.54,2.02,85.73,129.55,0.89,G5V,0.944,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,6,True,550280109893
1_0_0,550280109894,127.95,1.94,88.06,127.96,0.87,M5V,0.309,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109894
1_0_0,550280109895,129.69,1.99,90.39,129.70,0.88,M5V,0.334,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109895
1_0_0,550280109896,128.10,1.99,96.05,128.11,0.89,M5V,0.360,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109896
1_0_0,550280109897,129.84,2.04,98.38,129.85,0.90,DA,0.531,10000,0.0100,0.950,0.950,1.000,Bulge,Central Molecular Zone,0,False,550280109897
1_0_0,550280109898,128.25,2.04,0.71,128.26,0.91,G5V,0.971,5500,1.0000,1.000,1.000,0.800,Bulge,Central Molecular Zone,4,False,550280109898
1_0_0,550280109899,126.65,2.03,6.37,126.67,0.92,M5V,0.317,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,2,False,550280109899
1_0_0,550280109900,128.39,2.08,8.70,128.41,0.93,M5V,0.342,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,True,550280109900
1_0_0,550280109901,126.80,2.00,11.03,126.82,0.91,M5V,0.248,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109901
1_0_0,550280109902,128.54,2.05,13.36,128.56,0.92,K0III,1.095,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109902
1_0_0,550280109903,126.95,2.05,19.03,126.97,0.92,NS,1.397,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109903
1_0_0,550280109904,128.69,2.02,21.36,128.71,0.90,M5V,0.325,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109904
1_0_0,550280109905,127.10,2.02,23.69,127.12,0.91,M5V,0.351,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109905
1_0_0,550280109906,128.84,2.07,29.35,128.86,0.92,M5V,0.256,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109906
1_0_0,550280109907,127.25,2.07,31.68,127.27,0.93,K0III,1.127,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109907
1_0_0,550280109908,128.99,2.04,34.01,129.01,0.91,NS,1.434,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,True,550280109908
1_0_0,550280109909,127.40,2.04,39.67,127.42,0.92,M5V,0.333,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,3,False,550280109909
1_0_0,550280109910,129.14,2.09,42.00,129.16,0.93,M5V,0.359,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,1,False,550280109910
1_0_0,550280109911,127.55,2.01,44.33,127.57,0.90,M5V,0.264,3200,0.0400,1.000,0.600,0.400,Bulge,Central Molecular Zone,0,False,550280109911
1_0_0,550280109912,129.29,2.06,50.00,129.31,0.91,K0III,1.159,3500,200.0000,1.000,0.400,0.200,Bulge,Central Molecular Zone,0,False,550280109912
1_0_0,550280109913,127.70,2.06,52.33,127.72,0.92,NS,1.472,1000000,0.0010,0.700,0.700,1.000,Bulge,Central Molecular Zone,0,False,550280109913
